,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK
13915,Coco Bambu Águas Claras,3,4,2020-2-1,2020-2-22,"A rede Coco Bambu é paradoxal: se tornou conhecida pelos pratos de camarão mas estes são justamente o pior que eles têm a oferecer. Antes de ir a esta unidade da rede, já havia ido umas quatro vezes no restaurante do Lago sul.  Sempre pedi...Mais","Vá, mas não peça camarão. ",502andr_p
126127,Coco Bambu Águas Claras,0,4,2018-4-1,2018-4-9,Fui para comemoração de um batizado e posso dizer que os atendentes foram super atenciosos e prestativos. As comidas estavam deliciosas. Recomendo,Excelente comida,Carla Juliana M
29702,Coco Bambu Anhembi,1,5,2019-8-1,2019-8-31,"Maravilhoso adorei tudo no estabelecimento, comida, atendimento e instalações perfeitas, indico sem hesitar!",Adorei o serviço,Vitor M
73828,Coco Bambu Frutos do Mar,0,5,2017-10-1,2017-10-28,Estabelecimento ótimo!! Fomos atendidos pelos garçons Moises e Ronnys que proporcionaram uma experiência gastronômica fantástica!! Show de bola!!,Janta,Daniel C
184148,Coco Bambu Brasília Shopping,0,4,2016-2-1,2016-3-29,"Apesar do preço alto dos pratos, alguns são muito servidos e servem mais de 4 pessoas (camarão internacional, por exemplo). Assim, é possível comer bem, num lugar agradável por um preço justo. No almoço, funciona como buffet, com muitas opções, mas um pouco caro (~R$...Mais","Um dos poucos restaurantes finos que ainda se pode comer bem pagando ""pouco""",Leonardo_BSB
96615,Coco Bambu Flamboyant,0,5,2019-6-1,2019-6-3,"Fomos muito bem atendido pelo Junior ( flamenguista), aambiente aconchegante e a comida estava otimaaaaa.",Jantar com a esposa linda e maravilhosa.,Aquiles B
117927,Coco Bambu Anália Franco,0,5,2017-5-1,2018-3-3,"Excelente cardápio, ambiente e serviço. Ambiente aconchegante. Porções grandes, servem confortavelmente dois adultos",Excelente,Ricardo P
169237,Coco Bambu Meireles,1,4,2016-10-1,2016-12-3,"Coco bambu é sempre bom, muitos pratos excelentes , como peixada cearense , carne do sol sertaneja etc...  O pudim de lá é muito bom.  Não gosto muito do coco bambu meireles devido ser muito lotado para pegar uma mesa, mas fora isso me agrada...Mais",Ambiente bom ,rafaelgurgelrg
50199,Coco Bambu Londrina,1,5,2020-1-1,2020-1-9,"Prato camarão de olinda p/ 2 pessoas bem servido, rende até 4 pessoas. Pink lemonade é super refrescante e vem grande quantidade. O som agradável, ambiente confortável e climatizado. Bem atendidas pelo garçom Herik.",Almoço em família,paulafD6010LB
187587,Coco Bambu Lago Sul,0,5,2018-6-1,2018-6-3,"Comemos nesse restaurante com a família que vamos com uma certa frequência, apesar de não ser barato. Fomos bem atendidos pelo garçom  Pedro que foi muito atencioso. Comida excelente!",Comida boa,722vivianel
87154,Coco Bambu Lago Sul,0,5,2016-3-1,2016-3-23,"Os pratos são bem servidos em Media 6 pessoas bem servidas. Comida maravilhosa,vista para o lago. Serve carnes e frango mais a proposta o forte são os mariscos. Na varanda costuma ter música ao vivo mpb cobram por isso por pessoa. Talvez seja o maior...Mais",Melhor restaurante para grupos ou famílias ,Clinica M
88717,Coco Bambu Meireles,0,4,2014-5-1,2014-7-9,"Jantamos no Coco Bambu e gostamos muito do atendimento, rápido, do espaço amplo do restaurante. Comemos uns camarões com molho de côco de entrada que estavam bem gostosos. O prato principal era um estilo escondidinho de camarão para 2 pessoas, que serviu para 4 muito...Mais",Pratos grandes e com preços justos,Leonardo G
94195,Coco Bambu Londrina,0,5,2019-11-1,2019-11-2,"Restaurante excepcional! Um dos melhores de Londrina com certeza. Drinks bons, comida muito saborosa sem falar no atendimento excelente do Rodrigo Pandolfo!! Muito bom. Voltaremos com certeza.",Atendimento excelente!!,ThomazPaschoal
106086,Coco Bambu Lago Sul,0,5,2014-11-1,2014-12-2,"Comida boa e farta! Muito gostosa, com ambiente agradável e bom atendimento! A vista para o Lago é maravilhosa!",Muito bom!,Tiagoirber
95580,Coco Bambu Recife,0,4,2018-7-1,2018-7-14,"Ambiente com boa música, boa comida e um excelente atendimento praticado por Edmilson, inclusive indicando pratos que agradaram a todos.",Muito bom,Tulio S
63496,Coco Bambu Brasília Shopping,0,5,2022-8-1,2022-8-1,"Fomos atendidos pelo Domingos Silva, muito atencioso, comida muito boa e ambiente agradável. RecomendoMais",Almoço dia dos pais,E8565MFrodrigom
24005,Coco Bambu Frutos do Mar,0,4,2016-6-1,2016-7-7,"Fomos em 4 pessoas jantar e comemorar o aniversário de uma delas. Pedimos o camarão empanado ,delicioso.Deu para 3 pessoas comerem bem .A apresentação do prato é a mesma da foto, com camarões grandes, arroz à grega, etc.Atendimento muito bom.  Como se tratava de aniversário,...Mais",Camarão delicioso,BernadeteP24
104998,Coco Bambu - Dom Pastel,0,5,2016-4-1,2016-6-9,"Cardápio variado e com diversas promoções nos pratos para mais de 1 pessoa. Pratos muito bem servidos, comida de excelente gosto. Estacionamento próprio. Ambiente climatizado. Conta com espaço para crianças.",Ótimo Restaurante,Phellipe d
161660,Coco Bambu Bahia,2,4,2013-10-1,2013-10-21,"Após a reconstrução (depois do incêndio), o restaurante ficou com um ambiente mais amplo, claro e melhor. Dispõe de um estacionamento ao lado com taxa de manobrista (atualmente R$10). O cardápio é bastante variado mas os preços não são tão convidativos. Apesar disso, a procura...Mais",O ambiente ficou melhor após a reconstrução,Orlando P
36909,Coco Bambu Rio Norte Shopping,0,5,2021-11-1,2021-11-15,"Excelente Restaurante , comida deliciosa. Atendimento excelente . Escolhemos como tira gosto, uns pastéis de carne e o prato , foi um bacalhau à Lagareiro  e a  sobremesa uma cocada de forno com sorvete . Maravilhoso !",Um sábado diferente,K7468
42397,Coco Bambu Brasília Shopping,1,5,2017-12-1,2017-12-20,Ameiii o atendimento sem falar na comida que é maravilhosa.  Super indico o prato carne do sol do sertão ❤ O prato de 2 pessoas serve bem 3 !  Fui super bem atendida pelo garçom Jeffrson . E o gerente também nos atendeu super bem...Mais,Jantar com amigo ,Raíssa F
141452,Coco Bambu Frutos do Mar,0,5,2016-4-1,2016-4-16,"Muito bom !  Fui no beira mar, fantástico!  Fantástico atendimento, bons pratos e bom preço.  Sugestão de prato a paella  (que tem um outro nome que não me recordo no momento )",Passeio,Ricardo M
22221,Coco Bambu Botafogo Rio,0,5,2022-6-1,2022-6-15,Super atendimento do garçom Fernando  Muito atencioso e gentil. Parabéns  Costumamos vir com frequência.,Jantar em família,thiagog324
79042,Coco Bambu Iguatemi Brasilia,0,5,2021-7-1,2021-7-29,Fui muito bem atendido e a comida estava excelente! Pedimos o camarão tropical que estava em falta antes mas agora voltou. Muito bom mesmo!,Excelente atendimento,matheusgoc
141647,Coco Bambu Cuiabá,0,4,2019-4-1,2019-5-5,"Muito bom o jantar, pena que todas a porções são para mais de uma pessoa, poderia ter pratos individuais além dos hambúrgueres, o melhor é a sobremesa, sem sombra de dúvidas.",Normal,diogorubin89
35177,Coco Bambu Lago Sul,0,5,2013-5-1,2013-11-19,"Comida deliciosa e preço bom, em datas especiais fica lotado, assim terá que reservar ou chegar mais cedo.",tudo de bom,servico_bom
9963,Coco Bambu,0,5,2016-2-1,2016-6-27,Excelente restaurante para almoço ou janta. Comida excelente e ambientes variados com cardápio também variado. Vale à pena. Pratos bem servidos e serviço à la carte.,Frutos do mar em Teresina,Sérgio G
181374,Coco Bambu Porto Alegre,2,1,2016-12-1,2016-12-9,Fomos jantar quarta feira a noite.atendimento dos garçons tudo excelente mas a comida estava horrível.croquete de bacalhau salgado.prato principal peixa a moda coco bambu batatas frias o peixe uma tilápia gordurosa sem gosto.comida pior que kioski de beira de praia.Mais,Horrível ,O5914QFrobertog
176986,Coco Bambu Uberlândia,1,5,2021-12-1,2021-12-18,"parabéns à toda equipe do coco bambu, a qual é super preparada e empática para com os clientes! Desde a recepção até o serviço dos garçons, tudo feito com zelo e cuidado!  Parabéns ao gerente Fernando e,em especial, aos funcionários Luís Carlos, Nívia, Ana Luiza...Mais",serviço de excelência,Raifigv
87041,Coco Bambu JK,0,5,2018-10-1,2018-10-12,"Atendimento do Kot muito bom, educado, gentil e simpático. Local agradável, comida deliciosa, voltaremos mais vezes.",Celebrando a amizade,André A
167688,Coco Bambu JK,1,5,2018-7-1,2018-7-23,A minutos do parque do ibirapuera esta esse excelente restaurante de raizes nordestinas que traz em sua bagagem os jeitinho gostoso do nordeste em seus pratos. Do fantastico camarão internacional ao delicioso cheesburguer o que você escolher é uma boa pedida.  Sempre cheio nos horarios...Mais,Um pedaço do nordeste no meio de São Paulo,RickDomin
130501,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-14,"Ronaldo ótimo funcionário,  melhor atendimento muito atencioso ,metrô maciel veio a mesa deu uma boa atenção atendimento e jantar cerveja mais gelada da cidade melhor restaurante da cidade",Jantar,Viajantes1234678
30952,Coco Bambu Porto Alegre,0,4,2018-12-1,2019-1-24,"Ambiente, atendimento,comida e preço justo.  Tudo muito bom e bem servido.  Capricho.  Sou cliente assídua, tanto presencial quanto de dele entrega, e por ser tele entrega a qualidade é a mesma.",Tudo muito bom!,Camila G
132364,Coco Bambu Anhembi,0,5,2017-11-1,2017-11-19,"Fomos muito bem atendidos e a comida estava deliciosa, voltarei mais vezes com certeza! Obrigado por ter tornado nossa tarde especial e saborosa!",Excelente,Antonio H
172123,Coco Bambu Águas Claras,0,5,2022-8-1,2022-8-1,"Elogio ao garçon Wanderson: simples, prestativo, transparente! Nota 10. a vomida boa como sempre. Chopp bem gelado!",Garçon 10,severocri
14702,Coco Bambu JK,0,5,2017-7-1,2017-7-18,"Jantar excelente, preço justo, ótimo atendimento do garçom Irineu (com direito a sobremesa especial de aniversário e parabéns cantado por ele), musica ao vivo muito agradável. Noite perfeita!!!","Excelente!!! Comida, musica e atendimento!",Danilo d
172565,Coco Bambu Sul Restaurante,0,5,2017-10-1,2017-10-17,"Jantamos um ótimo peixe com delicioso molho de coco e fomos, devidamente, atentidos por Alisson que fez com que a comemoração de aniversário fosse muito boa.",Ótima janta,favaherculano
67548,Coco Bambu JK,0,5,2017-10-1,2017-10-15,"Comida, ambiente e atendimento maravilhoso. Garçom Raimundo muito simpático e atencioso. Pretendo voltar.",Almoço em familia,Kaynan Y
61421,Coco Bambu Frutos do Mar,0,1,2018-3-1,2018-3-13,"Tenho rodado o país a trabalho e acabo sempre indo ao Coco Babu (fortaleza, teresina, sp, bsb, etc). Quer saber? Só marketing. Comida ruim, tudo com o mesmo gosto. Pratas mal elaborados e caros. Prometi p mim mesmo não voltar. Procurem opções locais. Serão muito...Mais","Ruim, sempre",K8328VTfelipec
51141,Coco Bambu Meireles,0,5,2018-8-1,2018-8-11,"Nota dez do ambiente a comida e o atendimento pelo garçom, Bastian um indiano ímpar falando um português fluente explicando os pratos e sempre cortes !!",Jantar de comemoração ,célio s
171459,Coco Bambu Manaus,0,5,2021-12-1,2021-12-13,"Atendimento nota (dez) 10, garçom muito gentil, prestativo e Educado. Nossa despedida foi espetacular",Despedida,andr_anaraf2021
99379,Coco Bambu Flamboyant,1,5,2018-1-1,2018-1-22,"Esse restaurante não foge ao padrão Coco Bambu. Comida deliciosa, bom atendimento e preço justo. Recomendo!!!",Nota 10,sandrasjr
39897,Coco Bambu Frutos do Mar,1,5,2019-10-1,2019-11-6,"Nada a reclamar,desde o atendimento,comida,ambiente,localização... Experimentem a Paella,Camarão internacional ou o Camarão Iracema,deliciosos!!!",Tudo perfeito!,alinne1988
84197,Coco Bambu Lago Sul,0,5,2018-7-1,2018-7-31,Menezes nos proporcionou um atendimento excelente e muito profissional. A noite foi agradável e prazerosa.  A torta de limão é ótima.,Aniversário em família,Viviane B
67281,Coco Bambu Recife,0,5,2022-2-1,2022-2-2,"Sou cliente do coco bambu, vim jantar em família e fui atendida por Petrúcio! Excelente atendimento, o jantar e as sobremesas estavam maravilhosos, foi muito bom!",Amei muito a experiência,thain_f2022
157144,Coco Bambu Porto Alegre,0,5,2019-10-1,2019-10-9,"Ambiente agradável, prato delicioso e o atendimento do Henrique excepcional! Gostei, recomendo!!!!!!",Almoço,Larissa C
157086,Coco Bambu Meireles,1,5,2019-7-1,2019-7-10,Muito boa  Ótimo atendimento de Sandro e Júlio Cesar Ambiente bom  Comida espetacular  Som legal Recomendo,Férias,Afonso C
97164,Coco Bambu Lago Sul,0,4,2015-11-1,2016-6-1,"comida excelente,sem comparacao. Bom para ir com amigos,familia e crianças,comida com otima qualidade,funcionarios educados.comida um pouco cara,mais vale muito a pena.",excelente opcao em DF,veridiana c
4593,Coco Bambu Frutos do Mar,1,5,2019-6-1,2019-6-21,"Noé nos atendeu de forma excelente, és extremamente atencioso e prestativo!!! Espero voltar em breve...",Jantar em família,Henrique M
93825,Coco Bambu Porto Alegre,0,5,2022-8-1,2022-8-1,"Além do atendimento exemplar, em específico pelo garçom Darlan, a entrada, os pratos principais, sobremesas e bebidas estavam todos deliciosos. Lugar súper recomendado.",Almoço maravilhoso!,letiziab650
40939,Coco Bambu Anália Franco,0,5,2019-12-1,2019-12-19,"Fui atendido pelo Garçon Ricardo Mombaça, muito simpático e atencioso, a comida ótima e cerveja super gelada.  Hoste Natália.",Jantar,817jairoc
140093,Coco Bambu SP Market,1,5,2021-1-1,2021-1-26,"Eu e meu esposo fomos muito bem atendidos pelo Assis no Coco Bambu SP Market. Muito gentil e atencioso, colaborou para que tivéssemos uma comemoração  perfeita!",Meu niver!,B5361ZCcarolb
46537,Coco Bambu Bahia,0,5,2020-8-1,2020-8-16,"Comida ótima, atendentes super legais e educados. Foi atendido pelo garçom Givaldo, ele foi super educado e atencioso.",Aniversário,qu_fira0
1212,Coco Bambu SP Market,0,5,2019-6-1,2019-6-1,Uma noite a onde eu e minha esposa estamos comemorando 5 anos de Casado e comemorando no Coco bambu SP Market a onde vomos super bem atendidos pelo Antônio Marcos com sua atenção e simpatia nota 10.,Jantar com minha vida Esposa,Sidney S
428,Coco Bambu Anhembi,0,5,2017-11-1,2017-11-6,"Sempre retornamos neste Coco bambu, ótimo atendimento (desta vez o Denilson nos atendeu e foi super atencioso, pediu até para o saxofonista tocar uma música linda em nossa homenagem), local sempre limpo e comida maravilhosa, preço justo e pratos atendem de três a quatro pessoas.",Aniversário de casamento ,768talitar
39363,Coco Bambu JK,2,4,2019-5-1,2019-11-5,"uma pena que é muito cheio com filas demoradas, mais os pratos são muito bom e tem varias alternativas no cardapio a casa tem um ambiente acochecante",muito bom,JLopes34
103435,Coco Bambu Brasília Shopping,1,5,2016-3-1,2016-4-1,"Excelente ambiente e atendimento. Menu perfeito! Amei, certamente voltarei, recomendo principalmente os pratos com camarao, há muiitosss, os que mais gosto são camarão a beira mar, camarão canoa quebrada e o mediterraneo.",Delícias mil com camarão e frutos do mar,ValescaM
184344,Coco Bambu Águas Claras,1,5,2017-6-1,2017-6-23,"Excelente ambiente, muito aconchegante e a comida maravilhosa. Eu e minha família fomos atendidos pelos garçons Rodrigo e Hélio. Voltaremos sempre.",Recomendo,lurdesaguiar
142686,Coco Bambu Porto Alegre,0,5,2019-4-1,2019-4-20,"Ambiente agradável, ótima comida e atendimento do garçom Charles maitre Moacir. Musicas de muito bom gosto com o cantor Marcio Massa",Jantar a dois,Thais B
93135,Coco Bambu Market Place,1,5,2020-1-1,2020-1-21,Excelente comida e atendimento nota 10. Garçom João Paulo fez toda a diferença com sua gentileza!!!.,Jantar entre amigos,Robson C
84438,Coco Bambu Anhembi,0,5,2017-8-1,2017-8-19,"Vim celebrar meu aniversário com a família. Comida muito saborosa e as porções são muito bem servidas. O atendimento é muito bom, são todos muito atenciosos. Maitre Bahia e garçom Miguel 😉.",Aniversário ,Isabella L
68127,Coco Bambu Cuiabá,0,5,2022-1-1,2022-1-6,Excelente atendente principalmente com o atendente Ricardo com ótimo atendimento e dicas maravilhas.,Amigos,brunalJ750EI
105906,Coco Bambu Águas Claras,3,5,2019-2-1,2019-2-22,"Excelente atendimento Edcarlos nos atendeu super bem, sempre solicito Comida rápida e com a qualidade de sempre, mesmo em uma sexta lotada",Comemorando aniversário,iva2901
119701,Coco Bambu Vila Velha,0,5,2017-12-1,2018-3-7,"Sem dúvida um dos melhores restaurantes do eixo Vila Velha - Vitória para se almoçar com os pequenos. O ambiente é muito lindo, ótimo atendimento, comida excelente com preço bastante justo. O espaço kids é excelente. Recomendo muito.",Excelente opção para se comer frutos do mar a preços justos com espaço kids,795sidneyd
128390,Coco Bambu Sul Restaurante,2,5,2019-11-1,2019-11-19,"Sou cliente do coco bambu a muitos anos, mas tenho que ressaltar a qualidade do atendimento do Luiz, gentil, atencioso, solicito, comida excelente. Cliente fiel, e priorizo sempre o coco bambu sul! Parabéns a equipe.",Sou cliente do coco bambu,zizicloves
150673,Coco Bambu Recife,2,5,2019-1-1,2019-1-27,"Já conheço o côco bambu da minha cidade, decidimos ir ao de recife devido a promoção do camarão. Impecável do mesmo jeito, vale a pena ir",Promoção e qualidade,135vict_riaf
131238,Coco Bambu Market Place,1,5,2018-8-1,2018-8-25,Muito bem atendido pelo Mazinho  o ambiente aconchegante com musica . Após você tem o shopping para fazer compra e passear vale a pena .,Lanche um belo pastel de palmito ,ISRAEL f
147431,Coco Bambu Meireles,0,5,2018-6-1,2018-6-17,"bom atendimento dos garçons mota, felipe brito, abraão e jéssica. pratos deliciosos e  bolo surpresa.",atendimento,Antonio J
173076,Coco Bambu Lago Sul,0,5,2016-3-1,2016-6-3,"Uma vista e um sabor incrível! Preço salgado, mas os pratos são generosos que servem bem. Nota dez para os drinks!",Divino Sabor,cristiano s
76340,Coco Bambu JK,1,5,2018-10-1,2018-10-16,"Excelente prato, garçom Kleber muito atencioso. Ambiente muito agradável e aconchegante. Super recomendo.",Coco Bambu JK,500wagnere
47374,Coco Bambu Lago Sul,0,5,2015-8-1,2015-8-12,Pratos bem servidos com um sabor especial em um ambiente acolhedor. Excelente para comemorações e confraternizações.,Frutos do mar da melhor qualidade!,Leotorelly
7009,Coco Bambu Frutos do Mar,0,4,2018-7-1,2018-8-22,"ambiente do lounge maravilhoso.  Tivemos um probleminha no drink, mas fora isso ambiente e atendimento excelente.",Vale Night,Jefferson O
13345,Coco Bambu Campinas,1,3,2017-8-1,2017-9-20,"Estivemos em um jantar de familia, seis pessoas, todos pediram um único prato e eu diferente, por ser vegetariana. O único prato dos demais veio errado, depois substituíram e era gostoso. As opções vegetarianas são poucas e sem graça, praticamente comida de doente. Fiquei decepciona,...Mais","Bonito, mas deixou a desejar",Lívia Z
41959,Coco Bambu - Dom Pastel,0,4,2016-3-1,2016-4-17,"Boa refeição , comida na balança com preço razoável, boa variedade e gostosa, seria uma filial do famoso restaurante coco bambu conforme me informaram, vale a pena.",Boa refeição,D5333WZmarcop
3289,Coco Bambu,0,5,2018-9-1,2018-9-10,Comida e drinks muito bons e bem servidos. Ambiente agradável com música de qualidade. Recomendo!!!!,Aniversário ,Leonardo S
94570,Coco Bambu Anália Franco,0,5,2019-11-1,2019-11-6,"Já fui outras vezes. Atendimento impecável, local aconchegante, comida de excelente qualidade e farta, boa carta de vinhos e variadas opções de bebidas.",Confraternização,Giovanna F
157935,Coco Bambu Ribeirao Preto,0,5,2020-12-1,2020-12-14,"Estava tudo muito gostoso! Fomos muito bem atendidos pelo Leonardo! Tanto hoje quanto no dia 24/11, que fomos, nas duas vezes ele prestou o melhor atendimento, foi muito educado, atencioso!",Aniversário,j_liac987
3795,Coco Bambu Anália Franco,0,5,2019-4-1,2019-4-10,"Fomos atendidos pelo atendente Henrique Silva, adoramos o ambiente, música ao vivo agradável.. Prato camarão de Olinda impecável",Jantar,Jessica S
181456,Coco Bambu Lago Sul,0,4,2020-2-1,2020-2-26,estive no local para comemorar o niver de uma amiga! Garçom Kelvin muito atencioso. Comida sempre ótima!,estive no local para comemorar,d_boraa722
78985,Coco Bambu Meireles,0,5,2017-9-1,2017-9-15,Silvia Sérgio e bandeira espaço  muito aconchegante parquinho atendimento  de Silvia Sérgio Bandeira excelente amamos tudo super indico,Jantar,Tatiane R
21990,Coco Bambu São Luís,0,5,2018-3-1,2018-3-17,Bem servido o prato a parmegiana finalizado com uma sobremesa de maçã dos deuses e o atendimento bem cordial do João Neto,Companhia da família ,Miccarreira
172517,Coco Bambu,0,5,2022-4-1,2022-4-30,"Ambiente muito agradável, pratos muito saborosos e bem elaborados, fomos atendidos pelo Márcio, atendimento impecável muito educado e solicito.",Excelente experiência!,W5672AQvictors
98990,Coco Bambu Lago Sul,0,5,2019-5-1,2019-5-21,"Nota 1000. Atendimento ótimo, degustamos o delicioso camarão internacional para 4 pessoas,na verdade daria pra 6,pois a porção é grande,sem falar nos coquetéis, pinacolada,moscou mole divinos,e mais divino ainda é a vista da varanda para o lago.",Maravilhoso,AninhaN38
23802,Coco Bambu Recife,0,5,2019-11-1,2019-11-5,"Ambiente aconchegante. Atendimento do Janes top. Sérgio avaliador tbm.............. Voltaremos para saborear outras opções, desse delicioso cardápio.",21 anos de casamento,573andrezap
82384,Coco Bambu Flamboyant,0,5,2018-9-1,2018-9-8,"Muito bom sempre! Comida, ambiente e atendimento sempre impecável !!! Messias meu parceiro muito obrigada por sempre nos atender bem! 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾",Muito bom!,193taynahs
187697,Coco Bambu Lago Sul,1,4,2016-6-1,2016-7-2,"Estivemos em um almoço de confraternização no salão reservado, degustamos um dos menus preparados para essas ocasiões com 3 pratos principais (carne seca, camarão e peixe) após uma entrada. TODOS os pratos estavam deliciosos. É a cocada de sobremesa foi repetida 4x. Sensacional. Atendimento foi...Mais",O melhor,RoKa15
94510,Coco Bambu Ribeirao Preto,0,5,2015-1-1,2015-1-19,"Recém-inaugurado em Ribeirão Preto, já se mostra uma excelente opção gastronômica. O cardápio é gigante, o serviço é rápido e bem agradável. Os preços, embora salgados, são compensados pelo tamanho generoso das porções, que permitem dividir o prato em 3 ou 4 pessoas ou levar...Mais",Chegou chegando,Caio P
87630,Coco Bambu Floripa,0,5,2021-5-1,2021-5-1,"Segunda vez que almoçamos no Coco Bambu, e por nossa sorte atendidos novamente pelo Douglas, muito atencioso e cordial, que me encantou me levando pra conhecer a cozinha. A cozinha é super organizada, limpa e profissionais bem uniformizados. Minha formação  em Gastronomia então fiquei encantada...Mais",Almoço #Carol,sirleis2017
169989,Coco Bambu,0,5,2019-6-1,2019-6-7,"Excelente atendimento de todos os funcionários. O Douglas, responsável pela nossa mesa e foi muito atencioso. O prato estava uma delícia! Ótimo custo beneficio, super recomendo!",Ótimo atendimento!,jumarionc
105222,Coco Bambu - Dom Pastel,0,4,2017-9-1,2017-9-21,"Fui atendida pelo garçom Eduardo, atencioso, apesar de ter pedido de entrada uma lula a dore e veio metade da porção o Eduardo soube contornar a situação sendo sempre cordial.",Atendimento!,zilcabral
98488,Coco Bambu Uberlândia,1,5,2018-9-1,2018-9-15,Indico para todos !! Atendimento do garçom Cosmo é espetacular !!!! A cada dia uma coisa melhor !!! Indico para todos !,Excepcional,pedrosN4227XK
15809,Coco Bambu SP Market,0,5,2022-3-1,2022-3-20,"Primeira visita ao Coco Bambu do SP Market. Ambiente amplo e agradável, staff eficiente. Comida chegou à mesa no tempo certo. O risoto de limão siciliano estava perfeito. Os camarões cosidos no ponto certo mas, já não estavam tão quentes. Carta de vinhos bem variada,...Mais",Almoço em família,carlossD4606KI
39102,Coco Bambu Rio Norte Shopping,0,5,2022-3-1,2022-3-19,Fomos atendidos pelo excelente profissional Val! Comida excelente e ambiente super agradável! Com certeza retornaremos !!!,Aniversário da minha mãe,JonasD1992
58711,Coco Bambu Flamboyant,0,4,2017-10-1,2017-11-6,"Precisa melhorar a circulação de ar. Por ser fechado, o cheiro de frutos do mar incomoda. Deveria abrir as janelas quando estiver sem atendimento. E os preços também, subiram muito.",Bom restaurante de frutos do mar.,Marcos P P
114464,Coco Bambu Conceito BH Shopping,0,5,2022-7-1,2022-7-6,"Comida muita boa e atendimento do Orlando melhor ainda, muito atencioso! O espaço é muito agradável também, vale a pena!",Comida e atendimento 10,henriquehsleao
11793,Coco Bambu Market Place,0,5,2019-11-1,2019-11-25,"Desde o atendimento inicial até a conta, tudo perfeito! O garçom Osmar super atencioso e o Matre Jeovani impecável! Tudo ótimo!",Ótimo,K853KMrodrigoa
146135,Coco Bambu Flamboyant,0,5,2019-4-1,2019-4-2,Comemoramos aniversário da minha filha e fomos muito bem atendidas pelo Josiel. Suco de frutas vermelhas ótimo!!!,Aniversário ,elanam2019
123823,Coco Bambu São Luís,0,5,2014-8-1,2014-10-4,"Bela arquitetura e decoração. Atendimento excelente desde a recepção até a saída. Um amplo espaço para as crianças. Boa acústica, culinária refinada e para quem gosta de pimenta bem picante vale a pena experimentar.  O restaurante não aceita pagamento dos 10% para os garçons,fica bem...Mais",Maravilhoso!,paularodrigues2014
67922,Coco Bambu Park Shopping,0,5,2021-4-1,2021-4-8,"Tudo ótimo. A música estava agradável , ameiiiii o ambiente aconchegante. A comida uma delícia, perfeita.",Almoço de amigos,simonemateuso
188895,Coco Bambu Conceito Vila Olímpia,0,5,2019-11-1,2019-11-24,"Tivemos um excelente atendimento do garçom Gustavo, que nos recepcionou com muita atenção. Nos proporcionou um atendimento realmente diferenciado.  Gostamos bastante das opções do buffet e de tudo em geral.  Ótima opção de refeição no Shopping Vila Olímpia. Procurem o Gustavo, o atendimento vale demais...Mais",Excelente atendimento e opções,Leandro O
62335,Coco Bambu Lago Sul,0,5,2015-10-1,2015-11-10,Onde se come muito bem custo beneficio recomendo fica próximo ao lago sul setor de clubes sul local lindo e bem gostoso para confraternização.,Restaurante aconchegante,Margarida A
106259,Coco Bambu Lago Sul,1,5,2020-2-1,2020-3-6,"Excelente comida! Tanto os frutos do mar quanto as carnes. Caipirinha de coco é imperdível! Mas está sempre cheio, principalmente almoço de domingo e feriados, para essas datas tem que chegar ao local antes das 12h para não pegar fila. Local familiar, com brinquedoteca, bela...Mais",Excelente!,daniellebsilveira
141523,Coco Bambu Recife,0,5,2021-7-1,2021-7-7,"Restaurante ótimo, ambiente muito agradável, na ocasião em comemoração de aniversário de casamento, ótimos pratos e recepção, destacando o atendimento do garçom Ferraz, muito educado e atencioso!",Aniversário de casamento.,thiagocB8164MQ
42690,Coco Bambu Frutos do Mar,0,4,2012-12-1,2013-4-22,"Excelente localização, atendimento e comida. Entretanto, a fila de espera lhe cansa... Passei cerca de 40 minutos em uma fila de espera para uma mesa! Mas depois que entramos, tudo foi flores!",Não fosse a fila...,Lorena V
138437,Coco Bambu Ribeirao Preto,0,5,2019-9-1,2019-9-28,"Fomos muito bem atendidos pelo Fred e a Renata!! Ambiente muito bom e confortável, comida excelente!!",Coco bambu ribeirão preto,Gabriela F
139091,Coco Bambu JK,0,5,2017-6-1,2017-7-4,"A comida é muito boa e bem servida, o lugarmuito aconchegante com boa música ao vivo, o atendimento do garçon Osmar foi excelente. Ótimo Custo benefício",Comida e atendimento ótimos,taniacris2017
133890,Coco Bambu Lago Sul,1,2,2017-8-1,2017-11-7,"Nao gosto, usa receitas duvidosas com muito laticinios misturado com peixe, nao eh um restaurante de frutos do mar de raiz.Mais",caro e mistura lacteos com peixe no cardapio.,Carlos A
74507,Coco Bambu Flamboyant,0,5,2014-6-1,2014-7-17,"Simplismente um luxo!!!! Uma delicia a comida, o ambiente, o atendimento, nao peguei fila nenhuma de espera, foi em uma terça feira de jogo do Brasil na copa, comemorar bodas de couro, me senti na beira mar, pois estava um ventinho gostoso, imuninação boa.",Lugar ideal para ir de casal,leticialuizam
3502,Coco Bambu Flamboyant,0,5,2022-8-1,2022-8-1,"Sr. Lázaro, atendimento super excelente, pessoa muito agradável digno do padrão do estabelecimento, parabéns ao Coco Bambu e ao Sr. Lázaro pela dedicação.",10 anos casamento,595cristianec
